,Time,Close,MACD,RSI,Action,Status
0,1623517859.999,0.31550000,-0.0012043949808250853,40.87406047829896,Hold,N/A
1,1623517919.999,0.31650000,-0.0010960506159679029,45.73009662413064,Hold,N/A
2,1623517979.999,0.31340000,-0.0012459682718095055,35.8895673781412,Hold,N/A
3,1623518039.999,0.31420000,-0.0012854083922346216,39.50726712078206,Hold,N/A
4,1623518099.999,0.31340000,-0.0013654779066162859,37.243955791806805,Hold,N/A
5,1623518159.999,0.31480000,-0.001300968518663237,43.359271351311456,Hold,N/A
6,1623518219.999,0.31320000,-0.0013632364509659767,38.7159392926411,Hold,N/A
7,1623518279.999,0.31440000,-0.0013007599141551252,43.594742494609825,Hold,N/A
8,1623518339.999,0.31280000,-0.0013646229133585375,39.122588333522245,Hold,N/A
9,1623518399.999,0.31290000,-0.0013911295604454588,39.540048597693456,Hold,N/A
10,1623518459.999,0.31160000,-0.0014997472519187038,36.07657195128745,Hold,N/A
11,1623518519.999,0.31370000,-0.001400234078549667,44.52934121868653,Hold,N/A
12,1623518579.999,0.31220000,-0.0014259689532201136,40.418112543272166,Hold,N/A
13,1623518639.999,0.31170000,-0.001469767285759982,39.12151713051223,Hold,N/A
14,1623518699.999,0.31170000,-0.0014873327339235964,39.12151713051223,Hold,N/A
15,1623518759.999,0.31320000,-0.0013644870567420808,45.234157515135834,Hold,N/A
16,1623518819.999,0.31200000,-0.0013484172292438368,41.63273070643574,Hold,N/A
17,1623518879.999,0.31350000,-0.001200802210785168,47.28281579961285,Hold,N/A
18,1623518939.999,0.31300000,-0.0011113511027530665,45.69493779701809,Hold,N/A
19,1623518999.999,0.31320000,-0.0010126489400185124,46.46933032109819,Hold,N/A
20,1623519059.999,0.31330000,-0.0009158008189014688,46.87723267782082,Hold,N/A
21,1623519119.999,0.31250000,-0.0008933038485800515,43.98937366566737,Hold,N/A
22,1623519179.999,0.31400000,-0.0007458397966350061,50.18595031223169,Hold,N/A
23,1623519239.999,0.31380000,-0.0006377601001352762,49.40118075771951,Hold,N/A
24,1623519299.999,0.31390000,-0.000537837145896003,49.82366799276883,Hold,N/A
25,1623519359.999,0.31400000,-0.0004454435248151256,50.27083429260188,Hold,N/A
26,1623519419.999,0.31710000,-0.00012068563337214178,61.67368822286854,Hold,N/A
27,1623519479.999,0.31670000,0.00010322081301050723,59.76926578528785,Buy,Succeeded
28,1623519539.999,0.31670000,0.00027746978595405425,59.76926578528785,Hold,N/A
29,1623519599.999,0.31800000,0.0005145312914117683,63.963552092446264,Hold,N/A
30,1623519659.999,0.31820000,0.0007103540516260609,64.57544558842629,Hold,N/A
31,1623519719.999,0.31770000,0.0008157951993538193,61.75243417399775,Hold,N/A
32,1623519779.999,0.31610000,0.0007614736461564187,53.66726118179801,Sell,Succeeded
33,1623519839.999,0.31710000,0.0007900083421281678,57.41966055837504,Buy,Succeeded
34,1623519899.999,0.31700000,0.0007953844333638549,56.92318830395918,Hold,N/A
35,1623519959.999,0.31680000,0.0007745778446355267,55.88249013341942,Hold,N/A
36,1623520019.999,0.31480000,0.0005899051287414081,46.68980619544125,Sell,Succeeded
37,1623520079.999,0.31470000,0.00043051875442279286,46.279872684980084,Hold,N/A
38,1623520139.999,0.31400000,0.00024489673745603513,43.40689163788423,Hold,N/A
39,1623520199.999,0.31380000,8.0721120317373e-05,42.59331460034256,Hold,N/A
40,1623520259.999,0.31360000,-6.478081470945307e-05,41.750586910972864,Hold,N/A
41,1623520319.999,0.31390000,-0.00015410819041750123,43.55464282438116,Hold,N/A
42,1623520379.999,0.31320000,-0.00027817826323245365,40.40974850558353,Hold,N/A
43,1623520439.999,0.31420000,-0.00029244195830702147,46.36754815097232,Hold,N/A
44,1623520499.999,0.31410000,-0.0003082617540685062,45.87362608395084,Hold,N/A
45,1623520559.999,0.31450000,-0.0002852343945760061,48.248350248767906,Hold,N/A
46,1623520619.999,0.31390000,-0.00031180572950834096,45.055160531953035,Hold,N/A
