,Time,Close,MACD,RSI,Action,Status
0,1623564300.0,1.39648000,0.004367506135368737,68.43571327147106,Buy,Succeeded
1,1623564600.0,1.39382000,0.005571217896520819,65.9724396774379,Hold,N/A
2,1623564900.0,1.39214000,0.0063167901550129635,64.39591596735357,Hold,N/A
3,1623565200.0,1.39351000,0.006938229501068038,65.12775214325775,Hold,N/A
4,1623565500.0,1.39206000,0.0072303745214692405,63.63683084764313,Hold,N/A
5,1623565800.0,1.39261000,0.007420740283647254,63.973720301759386,Hold,N/A
6,1623566100.0,1.38942000,0.007230847473004509,60.47420014106591,Hold,N/A
7,1623566400.0,1.38595000,0.006722859117395563,56.8323191781154,Hold,N/A
8,1623566700.0,1.39071000,0.006627963863087505,60.358971815600626,Hold,N/A
9,1623567000.0,1.38832000,0.0062874281069988935,57.805400368611906,Hold,N/A
10,1623567300.0,1.39181000,0.006227379544741618,60.437498822549884,Hold,N/A
11,1623569400.0,1.36704000,-0.0005111347501469687,39.33725066108985,Sell,Succeeded
12,1623569700.0,1.37020000,-0.0010862988362612125,42.762555812649,Hold,N/A
13,1623570000.0,1.36621000,-0.0018428370936298677,39.71336656771417,Hold,N/A
14,1623570300.0,1.36122000,-0.0028126281830938016,36.233640697300515,Hold,N/A
15,1623570600.0,1.36669000,-0.003104029997538893,42.21119469241639,Hold,N/A
16,1623570900.0,1.36866000,-0.0031398117040410956,44.238548464566215,Hold,N/A
17,1623571200.0,1.37428000,-0.0026837453862973426,49.66381290070775,Hold,N/A
18,1623571500.0,1.37656000,-0.002113964135799451,51.71625540351488,Hold,N/A
19,1623571800.0,1.36880000,-0.0022624949038048126,44.99208970439742,Hold,N/A
20,1623572100.0,1.36639000,-0.0025453324581816705,43.11709174267712,Hold,N/A
21,1623572400.0,1.36332000,-0.0029828224798935654,40.78537845360565,Hold,N/A
22,1623572700.0,1.37000000,-0.0027587155455666146,47.44517623499089,Hold,N/A
23,1623573000.0,1.37558000,-0.0021065666306885333,52.27388071067245,Hold,N/A
24,1623573300.0,1.37341000,-0.0017447227044371516,50.33694539094715,Hold,N/A
25,1623573600.0,1.36892000,-0.001799520509175423,46.49780398264431,Hold,N/A
26,1623573900.0,1.36659000,-0.002007814851814338,44.59695874930101,Hold,N/A
27,1623574200.0,1.36728000,-0.0020930846091320454,45.30997639789583,Hold,N/A
28,1623574500.0,1.36578000,-0.0022556967026530206,43.98473348340954,Hold,N/A
29,1623574800.0,1.37085000,-0.0019529489502532194,49.37452705461246,Hold,N/A
30,1623575100.0,1.36636000,-0.0020516742274299116,45.22439814908886,Hold,N/A
31,1623575400.0,1.36215000,-0.0024414826442786808,41.68628085682553,Hold,N/A
32,1623575700.0,1.35530000,-0.003265503681475934,36.66062797267944,Hold,N/A
